,carat,cut,color,clarity,depth,table,price ,x,y,z
12403,1.01,Good,E,SI1,58.6,62,436432.2,6.58,6.6,3.86
12404,1.01,Good,E,SI1,57.9,57,436432.2,6.6,6.67,3.84
12405,1.2,Very Good,J,VS2,58.7,60,436515.6,6.93,6.96,4.08
12406,1.03,Ideal,E,SI1,62.2,57,436515.6,6.42,6.48,4.01
12407,1.03,Ideal,E,SI1,62,57,436515.6,6.44,6.47,4
12408,1.01,Ideal,D,SI1,61.6,56,436515.6,6.45,6.48,3.98
12409,1.02,Ideal,D,SI2,62,58,436599,6.4,6.51,4
12410,1.01,Ideal,E,SI1,62,57,436599,6.38,6.45,3.98
12411,1.05,Very Good,H,VS2,63.3,58,436682.4,6.42,6.48,4.08
12412,1.19,Good,I,SI1,63.7,57.2,436682.4,6.69,6.73,4.28
12413,1.14,Very Good,E,SI2,61.5,58,436682.4,6.66,6.73,4.12
12414,1.12,Very Good,H,SI1,62.3,55,436682.4,6.64,6.69,4.15
12415,1.06,Premium,H,VS1,60,58,436682.4,6.65,6.61,3.98
12416,1.06,Premium,F,SI1,61,58,436682.4,6.65,6.6,4.04
12417,1.29,Ideal,J,SI1,61.6,57,436765.8,7,7.06,4.33
12418,1.07,Premium,H,SI1,59.2,61,436765.8,6.67,6.65,3.94
12419,1.09,Premium,E,SI1,62.7,58,436765.8,6.6,6.55,4.12
12420,1.01,Ideal,H,VS2,61,59,436849.2,6.51,6.47,3.96
12421,1.09,Ideal,H,SI1,62.3,55,436849.2,6.58,6.62,4.11
12422,1,Very Good,E,SI1,61.7,57,436932.6,6.34,6.47,3.95
12423,1,Ideal,F,SI1,62,55,436932.6,6.39,6.44,3.98
12424,1.72,Fair,J,I1,68.5,59,437016,7.31,7.24,4.98
12425,1.07,Ideal,F,SI2,61.5,55,437016,6.56,6.62,4.05
12426,1.02,Premium,H,VS2,61.8,58,437099.4,6.49,6.43,3.99
12427,1.03,Very Good,F,SI1,60.6,63,437099.4,6.47,6.5,3.93
12428,1.03,Very Good,F,SI1,58,60,437099.4,6.68,6.74,3.89
12429,1.03,Ideal,G,SI1,61.1,57,437099.4,6.58,6.54,4.01
12430,1.03,Ideal,G,SI1,61.7,56,437099.4,6.5,6.47,4
12431,1,Premium,G,VS2,62.3,58,437182.8,6.35,6.29,3.94
12432,1,Good,G,VS2,63.8,58,437182.8,6.37,6.29,4.04
12433,1,Premium,G,VS2,62.1,58,437182.8,6.43,6.39,3.98
12434,0.9,Very Good,F,VS1,60.7,57,437182.8,6.16,6.23,3.76
12435,1.04,Ideal,J,VVS2,61.1,58,437182.8,6.49,6.57,3.99
12436,1.3,Good,J,SI1,64,58,437182.8,6.91,6.84,4.4
12437,1.04,Ideal,I,VS2,61.8,55,437182.8,6.5,6.54,4.03
12438,1,Good,G,VS2,58.6,65,437182.8,6.61,6.53,3.85
12439,1,Fair,H,VS1,64.6,59,437182.8,6.3,6.26,4.06
12440,1.2,Ideal,H,VS1,61.9,57,437182.8,6.77,6.73,4.18
12441,1,Premium,G,VS2,60.8,58,437182.8,6.44,6.4,3.9
12442,0.9,Ideal,E,VS1,61.3,57,437182.8,6.24,6.2,3.81
12443,0.9,Ideal,G,VVS2,61.9,56,437182.8,6.22,6.15,3.83
12444,0.9,Premium,E,VS1,60.1,56,437182.8,6.38,6.3,3.81
12445,1,Premium,G,VS1,61.9,60,437182.8,6.39,6.31,3.93
12446,1.17,Ideal,J,VS1,62.5,57,437182.8,6.68,6.63,4.16
12447,1.3,Premium,I,VS2,60.3,60,437182.8,7.01,6.99,4.22
12448,1.12,Very Good,D,SI2,59.3,59,437266.2,6.76,6.8,4.02
12449,0.92,Ideal,G,VS1,62,57,437266.2,6.24,6.28,3.88
12450,1.21,Premium,F,SI2,58.9,60,437266.2,6.81,6.74,3.99
12451,1.02,Very Good,E,SI1,63.5,55,437433,6.3,6.37,4.02
12452,1.21,Very Good,I,SI1,62.9,56,437433,6.73,6.79,4.25
12453,1.34,Very Good,G,SI2,63.2,57,437433,6.98,6.95,4.4
12454,1,Ideal,D,SI2,62.7,58,437516.4,6.34,6.39,3.99
12455,1.2,Very Good,F,SI2,62.2,62,437599.8,6.7,6.77,4.19
12456,1,Very Good,H,SI1,62.1,58,437599.8,6.44,6.45,4
12457,1.08,Ideal,D,SI2,60.2,57,437599.8,6.63,6.67,4
12458,1.06,Premium,H,VS1,62.1,60,437599.8,6.52,6.5,4.04
12459,1.01,Very Good,F,SI1,60.7,58,437683.2,6.4,6.51,3.92
12460,1.12,Very Good,I,VS2,62.9,55.9,437766.6,6.59,6.62,4.16
12461,1.01,Premium,F,SI1,59.8,60,437766.6,6.53,6.57,3.92
12462,1.01,Premium,F,SI1,62.2,59,437766.6,6.36,6.41,3.97
12463,1.27,Premium,I,SI2,61.4,59,437766.6,6.98,6.94,4.27
12464,1.03,Premium,G,SI1,58.4,58,437766.6,6.66,6.62,3.88
12465,1.27,Ideal,I,SI2,62.1,56,437766.6,6.96,6.92,4.31
12466,1.03,Ideal,D,SI1,62.3,56,437766.6,6.51,6.45,4.04
12467,1.06,Ideal,E,SI1,59.6,54,437850,6.64,6.62,3.95
12468,1.02,Premium,G,VS2,61.5,59,437850,6.4,6.45,3.95
12469,1.2,Premium,G,SI2,59.9,59,437850,6.92,6.98,4.16
12470,1.2,Very Good,G,SI2,62.5,57,437850,6.73,6.84,4.24
12471,1.08,Premium,H,VS2,62.1,58,437850,6.63,6.51,4.08
12472,1.25,Premium,I,SI1,62.5,59,437850,6.89,6.81,4.28
12473,1.08,Premium,H,VS2,62.4,58,437850,6.56,6.49,4.07
12474,0.77,Ideal,E,VVS1,61.6,55,437933.4,5.87,5.95,3.64
12475,1.02,Ideal,H,SI1,60.8,58,437933.4,6.47,6.49,3.94
12476,1.01,Good,E,SI1,63.6,57,437933.4,6.27,6.3,4
12477,1.33,Good,J,VS2,57.4,62,437933.4,7.3,7.23,4.17
12478,1.01,Very Good,D,SI2,59.9,61,438016.8,6.46,6.5,3.88
12479,1.25,Ideal,J,SI1,62.4,57,438016.8,6.86,6.92,4.3
12480,1.25,Ideal,J,SI1,62.1,58,438016.8,6.86,6.89,4.27
12481,0.91,Ideal,E,SI1,61.4,54,438016.8,6.26,6.24,3.84
12482,1.21,Good,I,SI1,62.7,59,438016.8,6.63,6.71,4.18
12483,1.06,Ideal,G,SI1,62,56,438100.2,6.55,6.52,4.05
12484,1.06,Ideal,D,SI2,62.3,55,438100.2,6.54,6.5,4.06
12485,1.07,Very Good,H,VS2,61.5,57,438183.6,6.57,6.63,4.06
12486,1,Good,H,VS2,60.9,61,438183.6,6.38,6.42,3.9
12487,1.05,Very Good,D,SI1,61.6,61,438267,6.5,6.55,4.02
12488,1.06,Ideal,H,SI1,61.7,60,438267,6.48,6.52,4.01
12489,1.02,Very Good,H,VS2,63.3,60,438267,6.42,6.38,4.05
12490,1.02,Premium,G,SI1,61.1,58,438267,6.52,6.48,3.97
12491,1.02,Fair,F,SI1,64.8,59,438267,6.33,6.23,4.07
12492,1.08,Ideal,G,SI1,61.8,56,438350.4,6.55,6.58,4.06
12493,1.08,Ideal,D,SI2,61.6,57,438350.4,6.58,6.62,4.07
12494,1.08,Very Good,F,SI1,58.2,63,438350.4,6.69,6.78,3.92
12495,1.2,Very Good,J,VS1,63.6,59,438433.8,6.67,6.72,4.26
12496,1.2,Very Good,H,SI2,62.9,56,438433.8,6.74,6.77,4.25
12497,1,Very Good,E,SI1,59.6,60,438433.8,6.58,6.51,3.9
12498,1.15,Very Good,E,SI2,60,59,438433.8,6.78,6.82,4.08
12499,1.2,Very Good,I,SI1,63.2,58,438433.8,6.71,6.75,4.25
12500,1.02,Ideal,H,SI1,61.2,56,438433.8,6.49,6.51,3.98
12501,1.02,Premium,D,SI2,60.2,58,438433.8,6.56,6.53,3.94
12502,1.06,Very Good,F,SI2,61.8,56.4,438517.2,6.51,6.56,4.04
12503,1.09,Premium,D,SI2,61.2,60,438517.2,6.64,6.6,4.05
12504,1.09,Ideal,D,SI2,62.1,56,438517.2,6.59,6.56,4.08
12505,0.91,Premium,G,VVS2,61.8,58,438600.6,6.16,6.24,3.83
12506,0.91,Very Good,E,VS1,61.9,59,438600.6,6.17,6.23,3.84
12507,0.91,Premium,D,VS2,62,58,438600.6,6.15,6.2,3.83
12508,1.25,Ideal,I,SI2,62,57,438600.6,6.85,6.92,4.27
12509,1.25,Ideal,I,SI2,61.8,56,438600.6,6.92,6.94,4.28
12510,1.25,Ideal,G,SI2,61.6,57,438600.6,6.91,6.98,4.28
12511,0.92,Good,D,SI1,60.2,56,438600.6,6.28,6.32,3.79
12512,1.01,Premium,H,VS2,61.9,57,438684,6.42,6.35,3.95
12513,1.01,Very Good,H,VS2,63.2,58,438684,6.34,6.26,3.98
12514,1.16,Ideal,H,SI2,62.2,55.7,438684,6.68,6.74,4.18
12515,1.01,Premium,H,VS2,61.6,59,438684,6.41,6.39,3.94
12516,1.01,Premium,H,VS2,61.3,59,438684,6.45,6.41,3.94
12517,1.01,Very Good,H,VS2,63.1,59,438684,6.34,6.3,3.99
12518,1.01,Ideal,H,VS2,62.7,56,438684,6.4,6.35,4
12519,1.01,Premium,H,VS2,60.6,60,438684,6.51,6.49,3.94
12520,1.22,Ideal,I,SI1,61.9,56,438767.4,6.87,6.83,4.24
12521,0.91,Ideal,F,VS2,62.6,55,438767.4,6.2,6.23,3.89
12522,1.09,Ideal,H,SI1,61.9,57,438850.8,6.58,6.63,4.09
12523,1.11,Ideal,E,SI2,61.2,55,438850.8,6.68,6.72,4.1
12524,1.01,Ideal,E,SI1,61.8,57,438850.8,6.39,6.49,3.98
12525,1.1,Ideal,E,SI2,61.6,56,438934.2,6.63,6.66,4.09
12526,1.07,Very Good,H,VS2,62.7,57,439017.6,6.48,6.53,4.08
12527,1.07,Ideal,F,SI1,61.9,56,439017.6,6.55,6.61,4.07
12528,1.25,Premium,J,VS2,62,59,439017.6,6.9,6.87,4.27
12529,1.24,Premium,J,VS2,61.8,57.6,439101,6.84,6.88,4.24
12530,1.04,Very Good,D,SI2,62.9,58,439101,6.41,6.47,4.05
12531,1.21,Premium,J,SI1,62.2,57,439184.4,6.84,6.76,4.23
12532,1.03,Very Good,H,VS2,62,58,439184.4,6.45,6.51,4.02
12533,1.12,Premium,H,SI1,62.2,60,439184.4,6.59,6.65,4.12
12534,1.12,Premium,H,SI1,61.6,59,439184.4,6.63,6.67,4.1
12535,1.02,Ideal,D,SI1,62.3,56,439184.4,6.49,6.45,4.03
12536,1.21,Very Good,J,VS1,60.9,60,439267.8,6.87,6.9,4.19
12537,1.09,Ideal,D,SI2,61.3,57,439267.8,6.64,6.67,4.08
12538,1.1,Premium,H,SI1,62,58,439267.8,6.68,6.6,4.12
12539,1.2,Premium,E,SI2,58.2,59,439351.2,6.98,6.9,4.04
12540,1.5,Fair,J,SI2,65.5,60,439351.2,7.07,7.03,4.62
12541,1.2,Ideal,E,SI2,61.3,56,439351.2,6.8,6.71,4.14
12542,1.5,Premium,J,SI2,62.6,56,439351.2,7.24,7.11,4.51
12543,1.3,Good,J,VS2,63.6,59,439434.6,6.9,6.87,4.38
12544,1.23,Premium,I,SI2,62.4,58,439434.6,6.86,6.82,4.27
12545,1.23,Ideal,I,SI2,62.1,56,439434.6,6.88,6.84,4.26
12546,1.23,Premium,I,SI2,62.5,60,439434.6,6.82,6.75,4.24
12547,1.15,Very Good,H,SI1,62.4,57,439518,6.68,6.71,4.18
12548,1.01,Good,D,SI1,58.5,64,439601.4,6.4,6.45,3.76
12549,0.95,Good,E,VS2,57.7,58,439684.8,6.47,6.52,3.75
12550,1.1,Ideal,I,VS2,61.8,55.4,439768.2,6.62,6.65,4.1
12551,1.34,Ideal,J,SI2,62.5,57,439768.2,7,7.08,4.4
12552,1.14,Premium,G,SI1,63,59,439768.2,6.68,6.62,4.19
12553,1.01,Premium,G,SI1,62.9,61,439768.2,6.35,6.33,3.99
12554,1.01,Ideal,G,SI1,61.6,57,439768.2,6.4,6.32,3.92
12555,1.01,Ideal,F,SI1,60,56,439851.6,6.55,6.49,3.91
12556,1.21,Ideal,J,VS2,62.6,54.2,439935,6.79,6.81,4.26
12557,1.21,Premium,I,SI1,61.8,59,440018.4,6.85,6.81,4.22
12558,1.06,Ideal,H,VS2,61.2,55,440101.8,6.57,6.61,4.03
12559,1.12,Ideal,F,SI2,61.8,56,440101.8,6.65,6.68,4.12
12560,1.01,Good,G,SI1,59.8,61,440101.8,6.45,6.49,3.87
12561,1.69,Premium,J,I1,60.2,61,440101.8,7.79,7.7,4.66
12562,1.24,Premium,H,SI2,60.4,59,440101.8,6.99,6.92,4.2
12563,1.52,Ideal,H,SI2,59.9,55,440101.8,7.54,7.45,4.49
12564,1.02,Ideal,E,SI1,60.4,55,440185.2,6.54,6.48,3.93
12565,1.06,Ideal,H,SI1,63,55,440185.2,6.49,6.44,4.08
12566,1.1,Ideal,H,SI1,61.6,57,440185.2,6.63,6.61,4.08
12567,1.02,Premium,E,SI1,61.5,58,440185.2,6.51,6.46,3.99
12568,1.02,Very Good,E,SI1,63.2,61,440185.2,6.37,6.31,4.01
12569,1.2,Premium,G,SI2,59.2,60,440185.2,6.92,6.9,4.09
12570,1.02,Premium,E,SI1,62.6,58,440185.2,6.47,6.44,4.05
12571,1.01,Good,G,VS2,63.8,57,440268.6,6.27,6.34,4.02
12572,1.01,Premium,E,SI1,61.8,60,440268.6,6.36,6.4,3.94
12573,0.9,Very Good,F,VS1,62.5,58,440268.6,6.12,6.17,3.84
12574,1.2,Good,I,SI1,63.5,60.7,440352,6.71,6.75,4.27
12575,1.13,Premium,D,SI2,62,58,440352,6.64,6.68,4.13
12576,1.13,Very Good,G,SI1,60.9,60,440352,6.67,6.76,4.09
12577,1.2,Very Good,H,SI2,62.1,59,440352,6.75,6.8,4.21
12578,1.2,Premium,H,SI2,62.5,58,440352,6.76,6.81,4.24
12579,1.2,Very Good,H,SI2,62,58,440352,6.76,6.91,4.24
12580,1.2,Premium,H,SI2,62.3,58,440352,6.76,6.81,4.23
12581,1.2,Very Good,I,SI1,62.6,58.2,440352,6.71,6.74,4.21
12582,1.07,Ideal,E,SI2,62.4,60,440352,6.49,6.52,4.06
12583,1.07,Ideal,J,SI1,61.5,55,440435.4,6.58,6.62,4.06
12584,1.07,Ideal,H,SI1,61,56,440435.4,6.6,6.68,4.05
12585,1.11,Premium,G,SI1,60.1,60,440435.4,6.73,6.68,4.03
12586,1.31,Premium,I,SI1,62,58,440518.8,7.01,6.98,4.34
12587,1.23,Premium,D,SI2,58.9,58,440602.2,6.99,6.97,4.11
12588,1.04,Premium,F,SI1,59.8,59,440685.6,6.61,6.56,3.94
12589,1.37,Premium,J,SI2,61.9,59,440685.6,7.1,7.05,4.38
12590,1.11,Premium,F,SI2,62.2,57,440685.6,6.67,6.61,4.13
12591,1.04,Good,E,SI1,63.5,56,440769,6.37,6.41,4.06
12592,1.04,Very Good,H,SI1,62,58,440769,6.42,6.48,4
12593,1.27,Ideal,J,VS2,61.8,54,440769,6.95,6.98,4.31
12594,1.21,Premium,H,SI2,60,60,440769,6.96,6.91,4.16
12595,1.21,Premium,I,SI1,62,56,440769,6.89,6.83,4.25
12596,1,Premium,D,SI2,60.9,59,440852.4,6.46,6.41,3.92
12597,1.08,Very Good,H,SI1,63.4,57,440852.4,6.54,6.51,4.14
12598,1.09,Premium,F,SI1,60.9,59,440935.8,6.59,6.64,4.03
12599,1.09,Premium,F,SI1,62.7,58,440935.8,6.51,6.56,4.1
12600,1.02,Very Good,F,SI1,60.9,57,440935.8,6.52,6.56,3.98
12601,1,Very Good,H,SI1,60.9,58,440935.8,6.43,6.46,3.93
12602,0.99,Ideal,H,SI1,61.1,56,440935.8,6.44,6.47,3.94
12603,0.75,Ideal,F,VVS1,60.6,57,441019.2,5.88,5.94,3.59
12604,1.33,Premium,F,SI2,60.7,62,441019.2,7.12,7.07,4.31
12605,1.01,Premium,G,VS2,60.9,55,441019.2,6.5,6.48,3.95
12606,1.01,Premium,F,SI1,62.9,59,441019.2,6.38,6.31,3.99
12607,1.23,Good,J,VS2,63.6,57,441186,6.74,6.79,4.3
12608,1.21,Good,I,VS2,63.4,57,441186,6.72,6.79,4.28
12609,1.21,Very Good,F,SI2,61.5,61,441186,6.77,6.82,4.18
12610,1.21,Very Good,F,SI2,62.7,57,441186,6.74,6.81,4.25
12611,1.04,Very Good,F,SI1,60.1,62,441186,6.54,6.6,3.95
12612,1.28,Premium,J,SI1,61.9,56,441186,7.13,7,4.37
12613,1.02,Very Good,G,SI1,61.3,56,441269.4,6.43,6.53,3.97
12614,1.14,Premium,I,VS1,62.3,59,441269.4,6.69,6.64,4.15
12615,1.12,Ideal,H,SI1,62.3,56,441269.4,6.7,6.65,4.16
12616,1.12,Premium,H,SI1,62,56,441269.4,6.68,6.61,4.12
12617,1.12,Premium,H,SI1,61.9,59,441269.4,6.66,6.52,4.08
12618,1.1,Ideal,I,VS1,60.8,58,441269.4,6.68,6.63,4.04
12619,1.5,Fair,H,I1,68.9,56,441352.8,7,6.9,4.79
12620,1,Premium,F,SI1,58.6,58,441352.8,6.56,6.52,3.83
12621,1,Premium,G,SI1,62.2,58,441352.8,6.45,6.37,3.99
12622,1,Premium,G,SI1,62.7,59,441352.8,6.36,6.31,3.97
12623,1,Premium,F,SI1,60.5,56,441352.8,6.48,6.45,3.91
12624,1.04,Premium,D,SI2,62.4,56,441352.8,6.5,6.45,4.04
12625,1,Fair,F,SI1,64.8,59,441352.8,6.29,6.24,4.06
12626,1.05,Very Good,H,VS2,63.2,58,441352.8,6.46,6.39,4.06
12627,1.25,Ideal,I,SI2,63.3,56,441352.8,6.87,6.83,4.34
12628,1.26,Premium,I,SI1,60.5,62,441352.8,6.97,6.92,4.2
12629,1,Premium,F,SI1,62.6,60,441352.8,6.32,6.3,3.95
12630,1,Ideal,F,SI1,62,57,441352.8,6.43,6.37,3.97
12631,1,Premium,F,SI1,61.6,60,441352.8,6.41,6.31,3.9
12632,1,Premium,F,SI1,62.3,59,441352.8,6.43,6.37,3.99
12633,1,Premium,F,SI1,60.3,58,441352.8,6.47,6.43,3.89
12634,1,Premium,F,SI1,61.6,61,441352.8,6.37,6.3,3.9
12635,1,Premium,F,SI1,60.7,60,441352.8,6.4,6.36,3.87
12636,1,Premium,F,SI1,62.7,59,441352.8,6.4,6.36,4
12637,1,Premium,F,SI1,61.2,58,441352.8,6.44,6.4,3.93
12638,1,Ideal,F,SI1,61.9,56,441352.8,6.41,6.36,3.95
12639,1.06,Very Good,I,VS1,58.5,58.3,441436.2,6.66,6.79,3.94
12640,1.25,Premium,I,SI1,59.7,59,441436.2,6.97,7.03,4.18
12641,1.06,Very Good,D,SI2,60.1,58,441436.2,6.6,6.64,3.98
12642,1.06,Good,I,VS1,57.5,62,441436.2,6.71,6.83,3.9
12643,1.01,Premium,H,VS1,61.2,61,441519.6,6.44,6.41,3.93
12644,1.01,Very Good,G,VS2,63.1,55,441519.6,6.38,6.36,4.02
12645,1.01,Premium,H,VS1,61.2,61,441519.6,6.44,6.41,3.93
12646,1.01,Fair,G,VS2,68.9,60,441519.6,6.06,6.02,4.17
12647,1.01,Ideal,G,VS1,61.3,56,441519.6,6.49,6.44,3.96
12648,1.01,Premium,H,VS1,62.7,58,441519.6,6.39,6.37,4
12649,1.01,Very Good,G,VS1,63.1,59,441519.6,6.32,6.23,3.96
12650,1.15,Ideal,H,SI1,61.9,55,441686.4,6.74,6.77,4.18
12651,1.22,Ideal,G,SI2,62.3,57,441686.4,6.85,6.8,4.25
12652,1.22,Ideal,J,VS2,62.1,58,441769.8,6.82,6.84,4.24
12653,1,Ideal,E,SI1,62.3,55,441936.6,6.34,6.41,3.97
12654,1,Good,E,SI1,63.2,57,441936.6,6.36,6.39,4.03
12655,1,Premium,E,SI1,60.5,59,441936.6,6.4,6.45,3.89
12656,1.11,Ideal,G,SI2,61.7,57,441936.6,6.65,6.69,4.12
12657,1.25,Premium,J,VS2,62.2,59,441936.6,6.86,6.88,4.27
12658,1.04,Premium,F,SI1,62.2,60,442020,6.48,6.44,4.02
12659,1.02,Premium,F,SI1,62.3,58,442103.4,6.38,6.46,4
12660,1.02,Good,F,SI1,63.2,59,442103.4,6.35,6.38,4.02
12661,1.02,Very Good,F,SI1,62.8,55,442103.4,6.4,6.43,4.03
12662,1.26,Ideal,J,SI1,62,56,442103.4,6.9,6.93,4.29
12663,1.01,Premium,E,SI1,59.5,60,442103.4,6.54,6.46,3.87
12664,1.16,Ideal,G,SI2,61.5,54,442103.4,6.78,6.75,4.16
12665,1.07,Ideal,I,VS1,62,57,442186.8,6.56,6.5,4.05
12666,1.02,Very Good,I,VS1,62.2,60,442186.8,6.4,6.43,3.99
12667,0.91,Very Good,F,VS1,62.4,59,442186.8,6.15,6.16,3.84
12668,1.16,Ideal,I,VS2,61.5,57,442186.8,6.78,6.75,4.16
12669,1.01,Premium,H,VS2,61.5,59,442270.2,6.48,6.49,3.99
12670,1.07,Ideal,G,SI1,62.2,57,442270.2,6.59,6.56,4.09
12671,1.07,Very Good,E,SI2,61.7,58,442353.6,6.54,6.56,4.04
12672,1.23,Premium,J,VS1,60.1,60,442353.6,6.95,6.9,4.16
12673,1.01,Very Good,H,VS1,64,54,442437,6.3,6.38,4.06
12674,0.9,Very Good,E,VS2,62.5,58,442437,6.14,6.18,3.85
12675,1.09,Very Good,G,SI1,60.2,60,442437,6.66,6.7,4.02
12676,1.01,Premium,D,SI1,58.3,58,442437,6.65,6.59,3.86
12677,1.24,Premium,H,VS2,62.8,57,442437,6.83,6.79,4.28
12678,1.09,Premium,I,VS2,60.1,59,442520.4,6.74,6.67,4.03
12679,1.01,Ideal,H,VS2,62.7,57,442520.4,6.41,6.39,4.01
12680,1.15,Ideal,H,SI2,62.5,58,442520.4,6.65,6.69,4.17
12681,1.09,Ideal,F,SI2,62,56,442520.4,6.62,6.58,4.09
12682,1.26,Ideal,J,VS2,63.2,57,442520.4,6.86,6.81,4.32
12683,1.27,Ideal,F,SI2,62,55,442687.2,6.9,6.95,4.3
12684,1.21,Very Good,G,SI2,62.7,59,442687.2,6.66,6.74,4.2
12685,1.01,Good,F,SI1,63.9,59,442770.6,6.29,6.32,4.03
12686,1.2,Good,G,SI2,62.1,60,442854,6.72,6.78,4.19
12687,1.66,Premium,I,SI2,60,59,442854,7.63,7.56,4.56
12688,1.36,Premium,J,SI2,62.6,58,442854,7.12,7,4.42
12689,1.04,Premium,H,SI1,60.7,62,442937.4,6.57,6.51,3.97
12690,1.01,Premium,E,SI1,62,61,442937.4,6.42,6.38,3.97
12691,0.28,Ideal,E,VS1,62,57,49873.2,4.17,4.2,2.59
12692,0.26,Very Good,E,VVS2,61.7,60,49956.6,4.11,4.12,2.54
12693,0.38,Very Good,G,SI1,57.5,60,49956.6,4.83,4.88,2.79
12694,0.4,Ideal,J,VS2,62.6,57,49956.6,4.68,4.71,2.94
12695,0.4,Ideal,J,VS2,62.2,54,49956.6,4.75,4.8,2.97
12696,0.27,Ideal,H,VS2,61.8,56,49956.6,4.15,4.17,2.57
12697,0.36,Ideal,H,VS2,62,55,49956.6,4.58,4.63,2.86
12698,0.38,Ideal,D,SI2,62,53,49956.6,4.68,4.71,2.91
12699,0.3,Fair,F,SI1,64.6,56,49956.6,4.27,4.25,2.75
12700,0.26,Ideal,E,VVS2,62.2,56,49956.6,4.12,4.15,2.57
12701,0.26,Good,E,VVS2,63.1,59,49956.6,4.04,4.08,2.56
12702,0.26,Ideal,F,VVS2,62.5,56,49956.6,4.1,4.12,2.57
12703,0.26,Very Good,E,VVS1,62.9,58,49956.6,4.06,4.08,2.56
12704,0.26,Ideal,E,VVS1,62,56,49956.6,4.09,4.13,2.55
12705,0.26,Ideal,E,VVS1,61.7,57,49956.6,4.07,4.1,2.52
12706,0.26,Premium,E,VVS1,61.7,59,49956.6,4.1,4.14,2.54
12707,0.26,Premium,E,VVS1,62.3,60,49956.6,4.07,4.09,2.54
12708,0.26,Ideal,F,VVS1,61.6,57,49956.6,4.08,4.1,2.52
12709,0.26,Premium,E,VVS1,61.8,58,49956.6,4.11,4.14,2.55
12710,0.26,Ideal,F,VVS1,62.4,56,49956.6,4.1,4.11,2.56
12711,0.26,Ideal,D,VVS2,62.5,56,49956.6,4.08,4.11,2.56
12712,0.26,Ideal,D,VVS2,61.4,56,49956.6,4.12,4.15,2.54
12713,0.26,Ideal,E,VVS2,61.5,56,49956.6,4.08,4.11,2.52
12714,0.26,Ideal,E,VVS2,62.3,57,49956.6,4.06,4.09,2.54
12715,0.26,Ideal,E,VVS2,62,56,49956.6,4.1,4.13,2.55
12716,0.26,Ideal,F,VVS2,61.6,57,49956.6,4.08,4.1,2.52
12717,0.4,Good,D,SI2,64,56,49956.6,4.64,4.7,2.99
12718,0.32,Ideal,E,VS2,61.8,54,49956.6,4.4,4.43,2.73
12719,0.32,Ideal,E,VS2,61.4,56,49956.6,4.41,4.45,2.72
12720,0.29,Very Good,D,VVS2,59.1,61,50040,4.33,4.37,2.57
12721,1.24,Premium,D,SI2,61,59,442937.4,6.93,6.97,4.24
12722,1.04,Ideal,G,SI1,61.9,56,442937.4,6.46,6.5,4.01
12723,1.02,Premium,H,VS2,61.2,58,443020.8,6.5,6.47,3.97
12724,1.02,Premium,H,VS2,62.5,56,443020.8,6.45,6.42,4.02
12725,0.9,Premium,E,VS2,62.6,60,443020.8,6.15,6.08,3.83
12726,0.9,Premium,E,VS2,59.5,58,443020.8,6.33,6.28,3.75
12727,1.02,Ideal,H,VS2,61.2,56,443020.8,6.53,6.48,3.98
12728,1.02,Premium,H,VS2,62.5,60,443020.8,6.43,6.38,4
12729,1.5,Good,F,I1,60.6,62,443104.2,7.22,7.24,4.38
12730,1.03,Very Good,D,SI1,60.5,61,443104.2,6.43,6.47,3.9
12731,1.07,Ideal,F,SI2,61.4,56,443104.2,6.57,6.63,4.05
12732,1.16,Good,H,SI1,64.2,58.6,443187.6,6.61,6.66,4.26
12733,1.23,Ideal,I,SI2,61.2,58,443271,6.86,6.9,4.21
12734,1.18,Good,D,SI2,61.7,63,443271,6.67,6.72,4.13
12735,1.11,Premium,H,SI1,62.8,61,443271,6.63,6.56,4.14
12736,1.11,Premium,H,SI1,61.5,59,443271,6.69,6.64,4.1
12737,1.11,Ideal,H,SI1,61,56,443271,6.74,6.7,4.1
12738,1.11,Ideal,H,SI1,60.2,54,443271,6.82,6.7,4.07
12739,1.13,Premium,I,VS1,62.2,58,443354.4,6.68,6.63,4.14
12740,1.13,Premium,I,VS1,61.7,54,443354.4,6.74,6.71,4.15
12741,1.13,Premium,E,SI2,60.4,59,443354.4,6.75,6.7,4.06
12742,1.01,Ideal,H,VS2,60.6,57,443437.8,6.54,6.49,3.95
12743,0.91,Good,F,VVS2,64,61,443437.8,6.06,6.13,3.9
12744,1.19,Ideal,H,SI1,62.3,55,443521.2,6.84,6.8,4.25
12745,1.2,Ideal,J,VS2,61.8,55,443521.2,6.84,6.86,4.23
12746,1.33,Premium,G,SI2,59.2,62,443521.2,7.22,7.16,4.26
12747,1.28,Good,I,VS2,58.2,64,443604.6,7.09,7.03,4.11
12748,1.06,Ideal,E,SI2,62.2,55,443604.6,6.54,6.51,4.06
12749,1.25,Premium,H,SI1,59.4,62,443688,7.07,7,4.18
12750,1.1,Very Good,D,SI2,61.1,58,443688,6.61,6.69,4.06
12751,1,Very Good,D,SI1,63.2,59,443688,6.29,6.4,4.01
12752,1,Premium,H,VS2,62.6,59,443688,6.37,6.31,3.97
12753,1.2,Very Good,G,SI2,62.9,54,443771.4,6.76,6.79,4.26
12754,1.22,Ideal,H,SI2,62.3,55.3,443771.4,6.8,6.87,4.26
